,HS0,HS1,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
CASE1,17.76352,5.03049,0.02249,0.03884,0.02651,0.03598,0.45655,0.02486,0.1238,0.02416,0.21949,0.1684,0.13277,0.00677,0.52153,0.06152,0.50111,0.05336,0.2778,0.45774,0.08495,0.08193,0.05157,0.11899,0.24061,0.15505,0.08728,0.05531,0.10635,0.03771,0.16697,0.30295,0.18405,0.57974,0.26423,0.03012,0.65584,0.08611,0.03823,0.17389,0.23868,0.09103,0.12556,0.09548,0.08414,0.06655,0.34581,0.18372,0.30573,0.30547,0.39732,0.00853,0.08886,0.07268,0.07945,0.08647,0.1316,0.15598,0.10187,0.07216,0.22157,0.67242,0.10837,0.04956,0.02629,0.13024,0.0442,0.00517,0.0407,0.1155,0.15528,0.26109,0.19631,0.24226,0.64006,0.04765,0.12545,0.23902,0.15486,0.16649,0.09495,0.17585,0.09871,0.2897,0.1641,0.12226,0.15037,0.26752,0.20593,0.14868,0.0315,0.03279,0.01429,0.16704,0.05594,0.0552,0.15219,0.0502,0.00482,0.05017,0.01452,0.12826,0.38438,0.14899,0.0156,0.11963,0.19973,0.15447,0.06979,0.24623,0.08495,0.12472,0.05064,0.1508,0.11057,0.07538,1.30944,1.01775,0.03896,0.14649,0.09278,0.10412,0.04725,0.05703,0.03711,0.02196,0.0893,0.12404,0.05792,0.10029,0.04427,0.10294,0.16597,0.05728,0.00268,0.05415,0.01792,0.0719,0.00389,0.06653,0.05411,0.55371,0.00784,0.10763,0.05701,0.13755,0.02931,0.06203,0.06212,0.09123,0.00191,0.21942
