,HS0,HS1,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
CASE1,81.11,81.81,76.81,69.58,66.94,70.48,79.61,79.58,79.37,80.31,80.66,79.15,79.55,60.75,79.7,78.14,79.42,82.02,80.79,80.23,78.6,75.04,76.09,79.35,79.92,83.42,77.94,73.35,79.77,75.93,78.68,79.51,74.62,80.84,79.34,78.83,79.22,78.01,79.53,78.93,76.71,75.95,75.42,73.16,74.74,75.17,78.35,78.48,78.99,78.69,79.69,81.83,81.13,77.28,78.34,78.84,78.43,78.24,79.58,79.01,80.06,80.03,79.07,80.23,77.52,80.36,77.38,70.71,76.75,79.16,78.37,78.66,78.44,77.7,77.77,78.86,78.48,77.91,78.95,80.21,80.42,77.85,81.7,80.92,79.2,80.29,80.4,80.6,80.33,80.44,80.2,78.38,63.15,79.8,80.89,81.8,82.04,73.36,59.58,77.71,80.17,77.0,77.89,79.1,71.16,80.94,80.04,78.8,78.75,80.06,80.19,82.05,78.34,79.71,79.51,77.46,80.04,80.26,78.83,77.97,79.21,74.94,73.68,74.13,66.16,78.25,79.86,81.49,81.77,79.17,81.0,77.78,79.83,80.67,57.0,80.07,80.94,79.26,73.02,72.97,78.47,77.71,75.69,78.63,80.05,78.13,75.56,78.34,77.61,77.3,78.19,80.45
